KEY,"ChineseTraditional"
MONTHLYHERO_LUCIAS_BIRTHDAY_TITLE,"魯西亞司～聖人的苦惱～"
MONTHLYHERO_LORRAINE_BIRTHDAY_TITLE,"羅蘭～為了賢者大人，同心協力～"
MONTHLYHERO_LAVRIL_BIRTHDAY_TITLE,"拉薇兒～第一次迎來的生日～"
MONTHLYHERO_KARA_BIRTHDAY_TITLE,"卡菈～嚇到了吧！～"
MONTHLYHERO_MIRURU_BIRTHDAY_TITLE,"米露露～海盜團員們的生日祝福～"
MONTHLYHERO_SHAMILLA_BIRTHDAY_TITLE,"薩蜜拉～為了目的～"
MONTHLYHERO_EZEKIEL_BIRTHDAY_TITLE,"伊茲凱爾～嘗試製作的人～"
MONTHLYHERO_FLUSS_BIRTHDAY_TITLE,"弗魯斯～緊急呼叫！～"
MONTHLYHERO_DIMAEL_BIRTHDAY_TITLE,"迪麥～傳遞的心意～"
MONTHLYHERO_SHEA_BIRTHDAY_TITLE,"希婭～準…準備好了～"
MONTHLYHERO_NICKY_BIRTHDAY_TITLE,"妮琪～只屬於他們的聯賽～"
MONTHLYHERO_YANNE_BIRTHDAY_TITLE,"雅妮～一日廚師～"
MONTHLYHERO_FREY_BIRTHDAY_DESC,"從幾年前開始，每到生日的早上就會突然消失的芙萊兒，她偷偷前往的地方是？"
MONTHLYHERO_TANYA_BIRTHDAY_DESC,"將刺客團任務拋諸腦後，擅自追擊羅伊的譚雅。\n突然，她想起了過去與羅伊一起度過的生日…"
MONTHLYHERO_LOMAN_BIRTHDAY_DESC,"生日當天也毫無動搖地值勤中的洛曼，有群人想為這樣的洛曼慶生…"
MONTHLYHERO_PRISCILLA_BIRTHDAY_DESC,"最高級VVIP顧客造訪了梅伊的商店！\n帶著普莉西拉的愛紗向梅伊訂購的「那個東西」是？"
MONTHLYHERO_DEMIA_BIRTHDAY_DESC,"黛彌兒只想安靜地度過生日，但是對於王國的守護騎士團隊長而言，\n不可能會有安靜的生日。"
MONTHLYHERO_LEWISIA_BIRTHDAY_DESC,"滿月之夜，幽靜的湖邊展開了一場小型卻意義重大的聚會。"
MONTHLYHERO_SONIA_BIRTHDAY_DESC,"從一大早就不見人影的米芮安，還有追蹤她的索妮亞！揭開米芮安的陰謀吧！"
MONTHLYHERO_VERONICA_BIRTHDAY_DESC,"薇若妮卡在生日這天一如既往地忙碌，對這樣的薇若妮卡伸出援手的人是？"
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,"在溫暖的南方島嶼度過生日的卡爾洛，在這和平的假期裡發生了什麼事？"
MONTHLYHERO_YURIA_BIRTHDAY_DESC,"尤利婭在長期旅行後返回祖國，但是在她的房間裡…"
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,"生日當天，受邀前往英雄旅館的阿蒂蜜雅，暗中等著她的人是？"
MONTHLYHERO_LEO_BIRTHDAY_DESC,"王室家族缺席了里歐的生日，里歐一想到要獨自過生日就感到憂鬱，\n此時找上門來的客人是？"
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,"卡珊卓是帝國最大的酒館「黃金酒吧」的老闆，神秘的她度過生日的方法是？"
MONTHLYHERO_ROI_BIRTHDAY_DESC,"每次生日時都會被捲入離奇事件的羅伊，這次生日能夠安然度過嗎？"
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,"每天都持續進行實驗的梅蒂安娜，在她生日這天找上門的新機會是…！？"
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,"莫拉回顧著自己的過去與現在，這之間產生的極大變化…"
MONTHLYHERO_THEO_BIRTHDAY_DESC,"偶然間被問到生日是什麼時候時，希歐回答是今天…"
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,"生日的早晨，安妮特剛從睡夢中醒來，這時找上門來的熟悉的身影是誰？"
MONTHLYHERO_JANE_BIRTHDAY_DESC,"很久很久以前…"
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,"格蘭薇絲來到經常獨自光顧的餐廳，在那裡等著她的是…"
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,"羅伊為了慶祝拉克拉克的生日準備了一個驚喜，\n但是拉克拉克卻指責他隨意處理火藥褻瀆了神靈…"
MONTHLYHERO_LUCIAS_BIRTHDAY_DESC,"大家都勸生日快到的魯西亞司該休息一下了，但是他因為一些理由還不能休息…"
MONTHLYHERO_LORRAINE_BIRTHDAY_DESC,"為賢者羅蘭準備的生日宴會，瑟琳與林精、樹人們聚在一起為她慶祝生日。\n但是祝福的人可不是只有他們…"
MONTHLYHERO_LAVRIL_BIRTHDAY_DESC,"拉薇兒知道了生日的存在。但拉薇兒的生日…"
MONTHLYHERO_KARA_BIRTHDAY_DESC,"正在學習人類情感的機器人卡菈。為了迎接卡菈的生日，安妮特準備的特級計畫是？"
MONTHLYHERO_MIRURU_BIRTHDAY_DESC,"眾所期盼的隊長的生日！米露露海盜團團員們遞上了準備好的生日禮物，但是…"
MONTHLYHERO_SHAMILLA_BIRTHDAY_DESC,"在黑暗中伺機而動的詛咒惡魔，她竟向一個意料之外的人求助…"
MONTHLYHERO_EZEKIEL_BIRTHDAY_DESC,"要在沙漠中做烤布蕾吃？真的嗎？"
MONTHLYHERO_FLUSS_BIRTHDAY_DESC,"有一天凌晨，帝國有實力的人因為一個可疑的委託而紛紛聚集在風地雪山…主辦人正是弗魯斯？"
MONTHLYHERO_DIMAEL_BIRTHDAY_DESC,"被派到沙漠的那個時期，夢到部下們的迪麥。喚醒迪麥的愛碧嘉夜擔心他做了什麼夢…"
MONTHLYHERO_SHEA_BIRTHDAY_DESC,"因為害羞，希婭總是避免在人潮聚集處表演。在迎接16歲生日的那一天，她想要在廣場進行街頭演出…"
MONTHLYHERO_NICKY_BIRTHDAY_DESC,"深夜，競技場地下發生了什麼事？？？"
MONTHLYHERO_YANNE_BIRTHDAY_DESC,"為迎接生日，雅妮決定貢獻自己的才能，她帶來了用平常狩獵時獲得的美食食材做成的料理…"
MONTHLYHERO_SERIA_BIRTHDAY_TITLE,"～惡夢～"
MONTHLYHERO_ERZE_BIRTHDAY_TITLE,"～鮮血蛋糕～"
MONTHLYHERO_OPHELIA_BIRTHDAY_TITLE,"～森林裡的寶物～"
MONTHLYHERO_CROW_BIRTHDAY_TITLE,"～地獄廚房～"
MONTHLYHERO_LAIAS_BIRTHDAY_TITLE,"～第2次流動神殿戰爭～"
MONTHLYHERO_SELENE_BIRTHDAY_TITLE,"～短暫的休息～"
MONTHLYHERO_MARIA_BIRTHDAY_TITLE,"～兩倍的祝賀～"
MONTHLYHERO_ZAFIR_BIRTHDAY_TITLE,"～霍菲斯的禮物～"
MONTHLYHERO_SERIA_BIRTHDAY_DESC,"沉浸於回憶中的賽莉亞，她的眼前出現了來祝賀她生日的妹妹。"
MONTHLYHERO_ERZE_BIRTHDAY_DESC,"收到甜蜜之血作為禮物的愛兒琪，絕不會就此滿足。"
MONTHLYHERO_OPHELIA_BIRTHDAY_DESC,"歐菲莉亞跟著艾斯克前往神秘森林內部，\n臉上掛著難以捉摸的微笑的艾斯克會帶著她去…"
MONTHLYHERO_CROW_BIRTHDAY_DESC,"在克洛的生日之際，米特拉和潘希洛奈準備做蛋糕送他。\n這兩個人真的能順利做出蛋糕嗎…？"
MONTHLYHERO_LAIAS_BIRTHDAY_DESC,"在萊雅絲的生日之際，黎莉雅和奈洛希思結成了同盟。\n繼去年之後展開的第2場比賽會有什麼走向呢？"
MONTHLYHERO_SELENE_BIRTHDAY_DESC,"森林家族為了慶祝公主的生日而聚集在一起，在那裡出現了意想不到的客人…"
MONTHLYHERO_MARIA_BIRTHDAY_DESC,"莫拉為瑪莉亞準備了小小的生日禮物。\n不過收到生日禮物後，瑪莉亞卻對著莫拉發火…！？"
MONTHLYHERO_ZAFIR_BIRTHDAY_DESC,"為了在抵達首都奧勒貝爾的那天迎來生日的查畢勒，霍菲斯準備了某個禮物！"
